CANCEL REMARK REPORT
LORRY_REQ_NO,SOURCE_CODE,SOURCE_NAME,DESTINATION_CODE,DESTINATION_NAME,VENDOR_CODE,VENDOR_OWNER_NAME,VENDOR_TRANSPORT_NAME,VENDOR_BID,RATE_ENTER_DATE,RANK,CANCEL_REMARK,HIRING_NO,HIRING_AMOUNT,RATE_DELETE_REMARK,DELETE_FLAG_BY,DELETE_FLAG_NAME
13182514000306,1318,"GURGAON-HARYANA",1801,"LUCKNOW-UTTAR PRADESH",13900000434,"KRISHNA","BABA NAGA TRANSPORT","33000",21-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515047614","33500","VENDOR NOT PROVIDE VEHICLE NO AND NOT RESPONED",31928,DEEPAK 
13182514000306,1318,"GURGAON-HARYANA",1801,"LUCKNOW-UTTAR PRADESH",64870003317,"TENDER TRUCK PVT LTD","TENDER TRUCK PVT LTD","33500",21-JAN-26,"L2","VEHICLE NOT AVAILABLE","69292515047614","33500","AS PER VENDOR VEHICLE WILL REACHED LATE",31928,DEEPAK 
13932514001157,1393,"KHARKHODA  SONIPAT",301,"AHMEDABAD-GUJARAT",64870004345,"","Hiteshu freight carrier ","22000",21-JAN-26,"L1","OTHER","69292515047497","23000","AS PER GPS VEHICLE VEHICLE NOT AVIALABLE",31928,DEEPAK 
21172514002083,2135,"HERBALMMW MAHARASHTRA",301,"AHMEDABAD-GUJARAT",64870004819,"","SVL CONTAINER SERVICE ","16500",22-JAN-26,"L1","OTHER","69292515047473","17500","BLACKLIST VENDOR",31928,DEEPAK 
21172514002084,2135,"HERBALMMW MAHARASHTRA",301,"AHMEDABAD-GUJARAT",64870003827,"PROGRESSIVE LOGISTICS","PROGRESSIVE LOGISTICS","17000",21-JAN-26,"L1","DRIVER/ VENDOR DENIED FOR LOADING","69292515047435","17000","DRIVER DENIED FOR LOADING",31928,DEEPAK 
25012514001876,2501,"NAGPUR",1609,"VIJAYWADA",64870002476,"","YUVAN ROADWAYS","21000",21-JAN-26,"L1","VENDOR BID WRONG RATE","69292515047475","55000","AS PER VENDOR BY MISTAKE BID WRONG RATE DEMAND 55000",31928,DEEPAK 
25012514001876,2501,"NAGPUR",1609,"VIJAYWADA",12020000105,"JMD CARGO CARRIERS","JMD CARGO CARRIERS","52000",21-JAN-26,"L2","VENDOR BID AFTER VEHICLE PLACED","69292515047475","55000","VENDOR BID AFTER VEHICLE PLACED OF 45 MINT THAT TIME VEHICLE REAHCED ON LOADIING POINT",31928,DEEPAK 
1152514001709,1921,"RAJPURA",1341,"BAWANA-DELHI",13900001039,"S.K. FREIGHT CARRIER","S.K. FREIGHT CARRIER","7500",21-JAN-26,"L1","VEHICLE PLACED OF FIX VENDOR","69292515047384","7500","VEHICLE PLACED OF FIXRSTE VENDOR 
",31928,DEEPAK 
1152514001718,1921,"RAJPURA",1341,"BAWANA-DELHI",13900001039,"S.K. FREIGHT CARRIER","S.K. FREIGHT CARRIER","7000",22-JAN-26,"L1","VEHICLE PLACED OF FIX VENDOR","69292515047627","7500","VEHICLE PLACED OF FIX VENDOR",31928,DEEPAK 
69522514000205,6533,"LUCKNOW - BHARTI AIRTEL LTD",1805,"CHINHAT-UTTAR PRADESH",18010000008,"GYAN PRAKASH","CHITARGUPTA TRANSPORT COMPANY","5300",22-JAN-26,"L1","L2,L3 ETC VENDOR VEHICLE PROVIDE IN LOW RATE OF L1 VENDOR","69292515047560","5000","VENDOR VEHICLE PROVIDE IN LOW RATE OF L1 VENDOR	",31928,DEEPAK 
5112514002086,529,"BIDADI KARNATAKA",2501,"NAGPUR",16010000089,"","BEST CONTAINER SERVICE","32000",22-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515048332","36500","AS PER VENDOR VEHICLE NOT AVAILBE HIS VEHICLE ALREAT LOADING FROM ANOTHER COMPANNY ",31928,DEEPAK 
13082514000479,1339,"BAGHOLA DELIVERY",1803,"VARANASI-UTTAR PRADESH",64870004072,"RS ROADLINES","RS ROADLINES","37000",22-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515047815","38000","AS PER VENDOR VEHICLCE WILL NOT REACHED ON TIME SO VENDOR DID NOT SHARED VEHICLE NO",31928,DEEPAK 
13092514002161,1349,"MURTHAL-HARYANA",1601,"HYDERABAD-TELANGANA",64870000927,"sanjay yadav","FREIGHT COMMERCE SOLUTIONS PRIVATE LIMITED","50000",22-JAN-26,"L1","VEHICLE BREAKDOWN VENDOR DEMAND HIGH RATE AFTER BIDDING","69292515047565","51500","VEHICLE BREAKDOWN",31928,DEEPAK 
13382514001102,1338,"HODAL HUB HARYANA",4002,"PATNA - BIHAR",64870004969,"","MS CARGO MOVERS ","58000",22-JAN-26,"L1","VEHICLE PLACED OF FIX VENDOR","69292515048071","58380","AS PER VENDOE BILL FORAMT NOT AVAILABE AS PER OUR FORMAT",31928,DEEPAK 
13382514001105,1338,"HODAL HUB HARYANA",201,"AURANGABAD WALUJ-MAHARASTRA",64870004974,"","HINDUSTAN TRANSPORT ","42000",22-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515047603","50000","AS PER VENDOR VEHICLE NOT AVAILABLE",31928,DEEPAK 
13382514001105,1338,"HODAL HUB HARYANA",201,"AURANGABAD WALUJ-MAHARASTRA",64870004974,"","HINDUSTAN TRANSPORT ","42000",22-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515047603","50000","AS PER VENDOR VEHICLE NOT AVAILABLE",31928,DEEPAK 
21172514002094,2117,"MUMBAI HUB-MAHARASTRA",319,"SANAND  AHMEDABAD-GUJARAT",64870000318,"","M V logistics","32000",22-JAN-26,"L1","VEHICLE NOT REACHED ON LOADING POINT","69292515047844","33000","AS PER VENDOR VEHICLE OWNER NOT RESPONED",31928,DEEPAK 
21252514000520,2125,"RASYANI-RAIGAD",1001,"CHENNAI SVCHATRAM-TAMILNADU",64870003827,"PROGRESSIVE LOGISTICS","PROGRESSIVE LOGISTICS","80000",22-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515047557","80000","AS PER VENDOR VEHICLE OWNER PLACED VEHICLE OWNER PLACED VEHILCE ON ANOTHER LOAD",31928,DEEPAK 
21252514000523,2125,"RASYANI-RAIGAD",1001,"CHENNAI SVCHATRAM-TAMILNADU",64870003188,"","Kartik Roadlines ","67000",23-JAN-26,"L1","VENDOR BID WRONG RATE","69292515047733","81000","AS PER VENDOR BY MISTAKE BID WRONG RATE FOX SXL BUT REQ MXL 15 TON",31928,DEEPAK 
22052514000627,2205,"HARIDWAR-UTTRAKHAND",1721,"KESHWANA RAJASTHAN",22050000131,"BABA BANKA ROADLINES","BABA BANKA ROADLINES","13000",22-JAN-26,"L1","VEHICLE PLACED SAME RATE","69292515047789","13000","",, 
25012514001884,2501,"NAGPUR",2502,"RAIPUR",64870004981,"","MOHAMMAD SAMEER ","15000",22-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515047693","17500","AS PER VENDOR VEHICLE NOT AVAILABLE",31928,DEEPAK 
25012514001884,2501,"NAGPUR",2502,"RAIPUR",64870004957,"","Harshal Kakde","15000",22-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515047693","17500","AS PER VENDOR VEHICLE NOT AVAILABLE",31928,DEEPAK 
25012514001887,2501,"NAGPUR",1601,"HYDERABAD-TELANGANA",64870002476,"","YUVAN ROADWAYS","34500",22-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515047944","36000","STAFF ASK VEHICLE DETAILS WHEN TIME EXPIREA BUT VENDOR PLACED VEHUCLE SOMEWEHRE ELSE",31928,DEEPAK 
26052514000404,2601,"PITHAMPUR-MADHYA PRADESH",1110,"ZIRAKPUR I-PUNJAB",64870000133,"Can Pack Logistics","Can Pack Logistics","45000",22-JAN-26,"L1","OTHER","69292515047606","48000","AS PER VENDOR VEHICLE NOT AVAILABLE AS PER REQ SCOOTER BODY",31928,DEEPAK 
26052514000404,2601,"PITHAMPUR-MADHYA PRADESH",1110,"ZIRAKPUR I-PUNJAB",64870004363,"","NAV YUG TRANS LOGISTICS ","45000",22-JAN-26,"L1","OTHER","69292515047606","48000","AS PER VENDOR VEHICLE NOT AVAILABLE AS PER REQ SCOOTER BODY",31928,DEEPAK 
28032514000779,2803,"RANJANGAON - MAHARASTRA",301,"AHMEDABAD-GUJARAT",64870004819,"","SVL CONTAINER SERVICE ","20000",22-JAN-26,"L1","OTHER","69292515047699","23000","BLOCK VENDR",31928,DEEPAK 
61202514002590,1327,"GGN HERO HONDA-HARYANA",2856,"MAHALUNGE TRANSSHIPMENT",64870002932,"vinod","Kranti logistics Pvt Ltd","34500",22-JAN-26,"L1","VENDOR BID AFTER VEHICLE PLACED","69292515047545","34800","VENDOR  DEMAND 35000 LATER BID LPW RATE",31928,DEEPAK 
61202514002593,1310,"NOIDA I-UTTAR PRADESH",1801,"LUCKNOW-UTTAR PRADESH",13900001039,"S.K. FREIGHT CARRIER","S.K. FREIGHT CARRIER","25000",22-JAN-26,"L1","OTHER","69292515047584","24500","VENDOR PROVIDE VEHICLE IN LOW RATE OF L1 ",31928,DEEPAK 
61202514002597,303,"ASLALI EXT COUNTER-GUJARAT",3002,"TRICHY-TAMILNADU",64870000927,"sanjay yadav","FREIGHT COMMERCE SOLUTIONS PRIVATE LIMITED","67999",23-JAN-26,"L1","VENDOR BID FOR CLOSE BODY","69292515048671","68000","VEDOR BID OR CLOSED NEED OPEN BODY VENDOR PROVIDE ONLY CONTAINER VEHICLE ",31928,DEEPAK 
1152514001719,1921,"RAJPURA",1341,"BAWANA-DELHI",13900001039,"S.K. FREIGHT CARRIER","S.K. FREIGHT CARRIER","7000",22-JAN-26,"L1","VEHICLE PLACED OF FIX VENDOR","69292515047628","7500","VEHICLE PLACED OF FIX VENDOR",31928,DEEPAK 
5032514000066,503,"BOMMANSANDRA-KARNATAKA",1001,"CHENNAI SVCHATRAM-TAMILNADU",64870001999,"RAMAN","RAMANTRANSPORT","11000",24-JAN-26,"L1","VENDOR BID AFTER VEHICLE PLACED","69292515047847","12000","VENDOR BID NEXT DAY AFTER VEHICLE PLACED",31928,DEEPAK 
69522514000206,6533,"LUCKNOW - BHARTI AIRTEL LTD",1803,"VARANASI-UTTAR PRADESH",64870001170,"","Shree Hari Roadways","0",23-JAN-26,"L1","VENDOR BID WRONG RATE","69292515048148","12000","VENDOR BID 35000 THE MODIFY 0",31928,DEEPAK 
13012514000194,1301,"OKHLA-DELHI",2403,"SINNAR NASIK-MAHARASTRA",64870000022,"Khushi Transport Services","Khushi Transport Services","35000",23-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515048230","38000","AS PER VENDOR VEHICLE BREAKDOWN
",31928,DEEPAK 
13012514000194,1301,"OKHLA-DELHI",2403,"SINNAR NASIK-MAHARASTRA",64870001163,"RoadExpress Technology PVT. LTD.","RoadExpress Technology PVT. LTD.","36000",23-JAN-26,"L2","VEHICLE NOT AVAILABLE","69292515048230","38000","AS PER VENDOR VEHICLE NOT AVAILA",31928,DEEPAK 
13102514000730,1310,"NOIDA I-UTTAR PRADESH",2855,"MAHALUNGE NEW WH DELIVERY",64870000054,"Delhi Madras Road Carriers","Delhi Madras Road Carriers","65900",24-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515048171","67000","AS PER VENDOR BY MISTAKE WRONG RATE",31928,DEEPAK 
13142514000482,1101,"CHANDIGARH-PUNJAB",2110,"SAKINAKA MUMBAI-MAHARASTRA",64870003903,"punia movers","punia movers","43000",23-JAN-26,"L1","VEHICLE PLACED SAME RATE","69292515047813","43000","VENDOR BID ADTER VEHICE PLACED",31928,DEEPAK 
13232514000703,1323,"BALLABHGARH-HARYANA",1004,"RANIPET CHENNAI-TAMILNADU",64870001999,"RAMAN","RAMANTRANSPORT","58000",24-JAN-26,"L1","VENDOR BID AFTER VEHICLE PLACED","69292515048118","60000","VENDOR  BID AFTER VEHICLE PLACDED",31928,DEEPAK 
13422514000566,1342,"JAMALPUR-HARYANA",523,"DHARWAD-KARNATAKA",64870004150,"","Azyan Logistics ","93000",23-JAN-26,"L1","L2,L3 ETC VENDOR VEHICLE PROVIDE IN LOW RATE OF L1 VENDOR","69292515048011","92000","VEHICLE PLACED IN LOW  RATE",31928,DEEPAK 
13432514000115,1343,"MINIHUB UP BORDER-DELHI",3003,"COCHIN-KERLA",64870004227,"","AITS EXPRESS CHENNAI","110000",23-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515048160","135000","VENDOR NOT RESONE AND TOAY DEMAND 130000",31928,DEEPAK 
13522514000764,1352,"DADRI-UTTAR PRADESH",4002,"PATNA - BIHAR",64870004345,"","Hiteshu freight carrier ","60000",23-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515048077","62000","AS PER VENDOR BY MISTAKE BID RATE VEHICLE NOT AVAILABLE",31928,DEEPAK 
13522514000764,1352,"DADRI-UTTAR PRADESH",4002,"PATNA - BIHAR",64870004969,"","MS CARGO MOVERS ","60000",23-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515048077","62000","AS PER VENDOR VEHICLE NOT AVIALBLE",31928,DEEPAK 
21172514002099,2117,"MUMBAI HUB-MAHARASTRA",301,"AHMEDABAD-GUJARAT",64870004819,"","SVL CONTAINER SERVICE ","16500",23-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515047820","17000","BLOCK VENDOR ",31928,DEEPAK 
21172514002103,2117,"MUMBAI HUB-MAHARASTRA",511,"BANGLORE HUB-KARNATAKA",64870004955,"","SV Transport ","53000",23-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515047875","59000","VENDOR NOT RESPONDING",31928,DEEPAK 
21172514002106,2117,"MUMBAI HUB-MAHARASTRA",1001,"CHENNAI SVCHATRAM-TAMILNADU",64870000927,"sanjay yadav","FREIGHT COMMERCE SOLUTIONS PRIVATE LIMITED","75000",28-JAN-26,"L1","VENDOR BID AFTER VEHICLE PLACED","69292515048229","76000","VENDOR BID AFTER 3 DAY OF VEHICLE PLACED",31928,DEEPAK 
25012514001898,2501,"NAGPUR",2502,"RAIPUR",64870004981,"","MOHAMMAD SAMEER ","15000",23-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515050105","17500","AS PER VENDOR VEHICLE NOT AVAILABLE",31928,DEEPAK 
25012514001898,2501,"NAGPUR",2502,"RAIPUR",64870004957,"","Harshal Kakde","15000",23-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515050105","17500","NEW HIRNG AGISNT 69292515047527 BY MISATKE HIRING MAKED ANOTHER VENDOR BUT VEHICLE HIRED ANOTHER VENDOR ",31928,DEEPAK 
28552514000221,2856,"MAHALUNGE TRANSSHIPMENT",319,"SANAND  AHMEDABAD-GUJARAT",64870004819,"","SVL CONTAINER SERVICE ","28500",23-JAN-26,"L1","OTHER","69292515047764","29000","BLOCK VENDOR ",31928,DEEPAK 
28552514000222,2856,"MAHALUNGE TRANSSHIPMENT",319,"SANAND  AHMEDABAD-GUJARAT",64870004819,"","SVL CONTAINER SERVICE ","28500",23-JAN-26,"L1","OTHER","69292515047763","29000","BLOCK VENDOR ",31928,DEEPAK 
35082514000416,3508,"DEWAS-MADHYA PRADESH",1601,"HYDERABAD-TELANGANA",64870004363,"","NAV YUG TRANS LOGISTICS ","43000",23-JAN-26,"L1","VENDOR BID AFTER VEHICLE PLACED","69292515047868","41000","VEHICLE PLACED INLOW RATR OF L1 VENDORN",31928,DEEPAK 
35082514000418,3508,"DEWAS-MADHYA PRADESH",2856,"MAHALUNGE TRANSSHIPMENT",64870000182,"SHREE SALASAR  TRANSPORT  COMPANY","SHREE SALASAR  TRANSPORT  COMPANY","11000",24-JAN-26,"L1","VENDOR BID AFTER VEHICLE PLACED","69292515047870","12000","VENDOR BID NEXT DAY AFTER VEHICLE PLACED",31928,DEEPAK 
61202514002608,1327,"GGN HERO HONDA-HARYANA",2856,"MAHALUNGE TRANSSHIPMENT",64870003705,"","DIGITAL INDIA LOGISTICS ","60500",24-JAN-26,"L1","VENDOR BID AFTER VEHICLE PLACED","69292515047908","61000","VENDOR BID AFTER VEHICLE PLACED",31928,DEEPAK 
9012514001023,901,"COIMBATORE-TAMILNADU",5208,"AMBERNATH BC-MAHARASTRA",64870002749,"SHREE KRISHNA TRANSPORT CO.","SHREE KRISHNA TRANSPORT CO.","50000",23-JAN-26,"L1","VEHICLE NOT REACHED ON LOADING POINT","69292515048164","50000","AS PER VENDOR VEHICLE NOT REACHED DUE TO DRIVER ISSUE",31928,DEEPAK 
2012514001812,201,"AURANGABAD WALUJ-MAHARASTRA",301,"AHMEDABAD-GUJARAT",2010000125,"SHREE BALAJI TRANSPORT","SHREE BALAJI TRANSPORT","29999",24-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515048215","29000","VEHICLE PLACED IN LOW RATE OF  L1 VENDOR",31928,DEEPAK 
5112514002096,504,"NELMANGLA-KARNATAKA",1003,"SHOLAVARAM CHENNAI",5040000208,"SRI SARASWATHI ROADLINES","SRI SARASWATHI ROADLINES","12000",24-JAN-26,"L1","VENDOR BID WRONG RATE","69292515048176","18000","AS PER BY MISTAKE BID WRONG ARTE FOR 20 FT VEHICLE",31928,DEEPAK 
5112514002103,511,"BANGLORE HUB-KARNATAKA",329,"BECHARAJI",5040000217,"BANJ","BANJ LOGISTICS","45000",24-JAN-26,"L1","VENDOR BID AFTER VEHICLE PLACED","69292515048047","42000","OK",31928,DEEPAK 
12022514001790,1202,"VAPI-GUJARAT",2205,"HARIDWAR-UTTRAKHAND",64870000533,"JZB","JZB logistics","78000",27-JAN-26,"L1","VENDOR BID AFTER VEHICLE PLACED","69292515048250","87000","VENDOR BID AFTER 3 DAY OF VEHICLE PLACED ALSO VENDOR BID WRONG RATE",31928,DEEPAK 
35082514000420,3508,"DEWAS-MADHYA PRADESH",1601,"HYDERABAD-TELANGANA",64870001780,"SARASWATHI ROADLINES","SARASWATHI ROADLINES","73000",24-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515048100","72500","VEHICLE PLACED IN LOW RATE OF  L1 VENDOR",31928,DEEPAK 
13382514001120,1338,"HODAL HUB HARYANA",4002,"PATNA - BIHAR",64870004951,"","radhey transport companny ","58380",24-JAN-26,"L2","VEHICLE NOT AVAILABLE","69292515048195","61000","AS PER VENDOR VEHICLE NOT AVAILBEL",31928,DEEPAK 
13382514001120,1338,"HODAL HUB HARYANA",4002,"PATNA - BIHAR",64870004963,"","Shambhavi Enterprises ","58500",24-JAN-26,"L3","VEHICLE NOT AVAILABLE","69292515048195","61000","AS PER VENDOR VEHICEL NOT AVAIALBEL",31928,DEEPAK 
25012514001905,2501,"NAGPUR",2502,"RAIPUR",64870004981,"","MOHAMMAD SAMEER ","15000",24-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515048308","17500","AS PER VENDOR VEHICLE NOT AVILABLE",31928,DEEPAK 
25012514001905,2501,"NAGPUR",2502,"RAIPUR",64870004957,"","Harshal Kakde","15000",24-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515048308","17500","AS PER VENDOR VEHICLE NOT AVAILABLE",31928,DEEPAK 
13382514001120,1338,"HODAL HUB HARYANA",4002,"PATNA - BIHAR",64870004969,"","MS CARGO MOVERS ","58000",24-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515048195","61000","AS PER VENWDOR HE DNOT CINFIEDM TO STAFF",31928,DEEPAK 
12022514001792,1202,"VAPI-GUJARAT",809,"DHULAGARH HUB KOLKATA",13900001062,"DEV CARGO MOVERS","DEV CARGO MOVERS","120000",27-JAN-26,"L1","VENDOR BID AFTER VEHICLE PLACED","69292515049232","124000","VENDOR BID AFTER 2 DAY OF VEHICLE PLACED",31928,DEEPAK 
21252514000530,2125,"RASYANI-RAIGAD",901,"COIMBATORE-TAMILNADU",64870003019,"","SURESHKUMAR TOLARAM JAT ","92000",27-JAN-26,"L1","VENDOR BID AFTER VEHICLE PLACED","69292515048507","95000","VENDOR BID NEXT DAY AFTER VEHICLE PLACED",31928,DEEPAK 
17012514001240,1701,"JAIPUR-RAJASTHAN",2855,"MAHALUNGE NEW WH DELIVERY",64870003568,"","SIDDHI DATRI LOGISTICS","620",25-JAN-26,"L1","VENDOR BID WRONG RATE","69292515048041","57500","AS PER V3ENDOR BY MISTAKE BOD WRONMG RATE DEMAND 62000",31928,DEEPAK 
13332514000563,1333,"HISSAR-HARYANA",1607,"ZAHEERABAD-TELANGANA",64870002256,"Sharma transport Company","Sharma transport Company","83999",25-JAN-26,"L1","VEHICLE PLACED SAME RATE","69292515048129","84000","AS PER VENDOR DEMAND  86000",31928,DEEPAK 
26052514000415,2605,"PITHAMPUR-DELIVERY",511,"BANGLORE HUB-KARNATAKA",64870004544,"","shri shyam cargo movers ","82999",26-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515048341","83000","VENDOR BID AFTER VEHICLE PLACED",31928,DEEPAK 
21042514000565,2105,"BHIWANDI-MAHARASTRA",1609,"VIJAYWADA",64870003827,"PROGRESSIVE LOGISTICS","PROGRESSIVE LOGISTICS","72000",26-JAN-26,"L1","VENDOR BID WRONG RATE","69292515048186","73000","AS PER VENDOR BY MISTAKE BID WRONG RATE DEMAND 75000",31928,DEEPAK 
8112514000480,811,"SILIGURI-WEST BANGAL",802,"GUWAHATI-ASSAM",8110000003,"SUJIT","SUJIT ROADLINES","33000",27-JAN-26,"L1","VEHICLE PLACED SAME RATE","69292515049812","33000","VEHICLE PLACED OF FIX RATE VENDOR",31928,DEEPAK 
8112514000481,811,"SILIGURI-WEST BANGAL",802,"GUWAHATI-ASSAM",8110000003,"SUJIT","SUJIT ROADLINES","33000",27-JAN-26,"L1","VEHICLE PLACED SAME RATE","69292515049815","33000","VEHICLE PLACED OF FIX RATE VENDOR ",31928,DEEPAK 
9012514001035,901,"COIMBATORE-TAMILNADU",2801,"WAGHOLI - MAHARASTRA",64870002838,"","SWARAJ TRANSPORT ","24500",27-JAN-26,"L1","VEHICLE PLACED OF FIX VENDOR","69292515048343","25000","VEHICLE PLACED OF FIX VENDOR",31928,DEEPAK 
25012514001916,2501,"NAGPUR",2502,"RAIPUR",64870004981,"","MOHAMMAD SAMEER ","15000",27-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515050097","15000","VEHICLE PALCED OF FIX RATE VENDOR",31928,DEEPAK 
13182514000318,1318,"GURGAON-HARYANA",2206,"BAREILLY-UTTAR PRADESH",64870000927,"sanjay yadav","FREIGHT COMMERCE SOLUTIONS PRIVATE LIMITED","24000",27-JAN-26,"L1","L2,L3 ETC VENDOR VEHICLE PROVIDE IN LOW RATE OF L1 VENDOR","69292515048200","23500","Hi Mam in VEHICLE PLACE IN LOW RATE OF L1 VENDOR ",31928,DEEPAK 
13182514000318,1318,"GURGAON-HARYANA",2206,"BAREILLY-UTTAR PRADESH",64870004682,"","Sandeep kadyan logistics ","26000",27-JAN-26,"L2","L2,L3 ETC VENDOR VEHICLE PROVIDE IN LOW RATE OF L1 VENDOR","69292515048200","23500","VEHICLE PLACED IN LOW RATE OF L2
",31928,DEEPAK 
21252514000533,2125,"RASYANI-RAIGAD",1609,"VIJAYWADA",64870000927,"sanjay yadav","FREIGHT COMMERCE SOLUTIONS PRIVATE LIMITED","72000",28-JAN-26,"L1","VEHICLE PLACED SAME RATE","69292515048301","72000","VENDOR BID NEXT DAY AFTER VEHICLE PLACED",31928,DEEPAK 
12022514001799,1202,"VAPI-GUJARAT",2803,"RANJANGAON - MAHARASTRA",64870002782,"","ARYAN LOGISTICS","19000",28-JAN-26,"L1","VENDOR BID AFTER VEHICLE PLACED","69292515049450","24500","VENDOR BID NEXT DAY AFTER VEHICL PLACED LATER ASKED VENDOR NOT PROVIDE NOT VEHICLE",31928,DEEPAK 
3012514000963,301,"AHMEDABAD-GUJARAT",2117,"MUMBAI HUB-MAHARASTRA",64870002426,"","HARDIK ROAD CARRIER","17500",28-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515048435","18000","AS PER VENDOR VEHICLE NOT AVAILABLE",31928,DEEPAK 
13012514000210,1301,"OKHLA-DELHI",1711,"NEEMRANA-RAJASTHAN",64870001743,"","ISHWAR LOGISTICS","5000",29-JAN-26,"L1","VENDOR BID AFTER VEHICLE PLACED","69292515048506","6500","VENDOR BID NEXT DAY AFTER VEHICL PLACED",31928,DEEPAK 
13092514002198,1360,"NARELA-DELHI",809,"DHULAGARH HUB KOLKATA",64870004061,"Safe Packer & Movers","Safe Packer & Movers","49000",28-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515048473","53400","VENDOR NOT CONFIRMED ABOUT VEHICLE AND NOT DCS BILL AS PER OUR FORMAT DENIED FOR HARDCOPY ",31928,DEEPAK 
13092514002198,1360,"NARELA-DELHI",809,"DHULAGARH HUB KOLKATA",64870003317,"TENDER TRUCK PVT LTD","TENDER TRUCK PVT LTD","53000",28-JAN-26,"L2","VEHICLE NOT AVAILABLE","69292515048473","53400","AS PER VENDOR NOT ABLE TO PROVIDE VEHILCE DUE TO VEHICLE OWNER ISSUE",31928,DEEPAK 
25012514001933,2501,"NAGPUR",2502,"RAIPUR",64870004957,"","Harshal Kakde","15000",28-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515048731","15000","",, 
13612514000078,1361,"JHAJJAR-HARYANA",511,"BANGLORE HUB-KARNATAKA",64870003839,"","century packers and movers ","34000",29-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515048669","82000","AS PER VENDOR BY MISTAKE BID WRONG RATE",31928,DEEPAK 
17012514001244,1713,"JAIPUR VKI",1308,"FARIDABAD-HARYANA",64870001163,"RoadExpress Technology PVT. LTD.","RoadExpress Technology PVT. LTD.","14000",28-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515048437","15000","AS PER VENDOR VEHICLE NOT AVAILABEL DUE TO VEHICLE NOT UNLOADED",31928,DEEPAK 
25012514001932,2501,"NAGPUR",2502,"RAIPUR",64870004957,"","Harshal Kakde","15000",28-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515048774","17500","AS PER VENDOR VEHICLE NOT AVAIALBLE",31928,DEEPAK 
25012514001932,2501,"NAGPUR",2502,"RAIPUR",64870004981,"","MOHAMMAD SAMEER ","15000",28-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515048774","17500","ASPER VENDOR VEHICLE NOT AVAILABLE",31928,DEEPAK 
13222514000352,1322,"MANESAR-HARYANA",2855,"MAHALUNGE NEW WH DELIVERY",13900000936,"QUICK DIGITAL TECHNOLOGIES PVT. LTD.","QUICK DIGITAL TECHNOLOGIES PVT. LTD.","46000",28-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515048693","47500","AS PER VENDOR PLACED VEHICLE ANOTHER LOAD",31928,DEEPAK 
10032514001953,1007,"M M NAGAR CHENNAI-TAMILNADU",1711,"NEEMRANA-RAJASTHAN",13900000972,"VIKASH SHARMA ATTRI","SOUTH CARGO ROADLINE","75000",29-JAN-26,"L1","NOT RESPONSE BY VENDOR","69292515048618","78000","NOT RESPONSE BY VENDOR",31928,DEEPAK 
25012514001944,2501,"NAGPUR",2502,"RAIPUR",64870004957,"","Harshal Kakde","15000",29-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515048733","17500"," AS PER VENDOR VEHICLE NOT AVAILABLE",31928,DEEPAK 
13282514001516,1328,"BINOLA HUB-HARYANA",2501,"NAGPUR",64870004974,"","HINDUSTAN TRANSPORT ","47000",29-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515048568","48500","AS PER VENDR VEHICLE NOT AVAILBLE",31928,DEEPAK 
