CHALLANGE PRICE REPORT
REQ_ENTER_DATE,RATE_ENTER_DATE,REQUEST_NO,SOURCE_BRANCH,SOURCE_BRANCH_NAME,DESTINATION_BRANCH,DESTINATION_BRANCH_NAME,VENDOR_CODE,VENDOR_OWNER_NAME,VENDOR_TRANSPORT_NAME,VENDOR_BID,CHALLENGE_PRICE,CHALLENGE_FLAG,HIRING_NO,HIRING_AMOUNT,HIRED_VENDOR_CODE,HIRED_VENDOR_OWNER_NAME,HIRED_VENDOR_TRANSPORT_NAME
15-JAN-26,15-JAN-26,1152514001681,103,AMBALA HUB-HARYANA,1343,MINIHUB UP BORDER-DELHI,64870004680,,Ravi Roadline ,9000,8500,Accept,69292515046554,8500,64870004680,,Ravi Roadline 
15-JAN-26,15-JAN-26,13382514001081,1338,HODAL HUB HARYANA,2605,PITHAMPUR-DELIVERY,64870003705,,DIGITAL INDIA LOGISTICS ,34500,34500,Accept,69292515046564,34500,64870003705,,DIGITAL INDIA LOGISTICS 
15-JAN-26,15-JAN-26,13602514000105,1360,NARELA-DELHI,1393,KHARKHODA  SONIPAT,64870000978,VINOD MALIK,JAI SHREE KRISHNA TEMPO SERVICES,6500,6000,Accept,69292515046515,6000,64870000978,VINOD MALIK,JAI SHREE KRISHNA TEMPO SERVICES
15-JAN-26,15-JAN-26,10032514001868,1003,SHOLAVARAM CHENNAI,901,COIMBATORE-TAMILNADU,10030000152,ADHAKSHANA MURTHY,SAI CONTAINER SERVICES,35000,34500,Accept,69292515046692,34500,10030000152,ADHAKSHANA MURTHY,SAI CONTAINER SERVICES
15-JAN-26,15-JAN-26,13382514001080,1338,HODAL HUB HARYANA,525,NARSAPURA-KARNATAKA,13900000001,MANOJ,SUPER INDIA TRANSPORT COMPANY,108000,103000,Accept,69292515046520,103000,13900000001,MANOJ,SUPER INDIA TRANSPORT COMPANY
15-JAN-26,15-JAN-26,13182514000300,1318,GURGAON-HARYANA,1701,JAIPUR-RAJASTHAN,64870002259,,MAHADEV GOLDEN TRANSPORT COMPANY ,23000,21000,Accept,69292515046683,21000,64870002259,,MAHADEV GOLDEN TRANSPORT COMPANY 
15-JAN-26,16-JAN-26,17112514000443,1711,NEEMRANA-RAJASTHAN,2206,BAREILLY-UTTAR PRADESH,64870000927,sanjay yadav,FREIGHT COMMERCE SOLUTIONS PRIVATE LIMITED,25000,24000,NOT RES,69292515046533,25000,64870000927,sanjay yadav,FREIGHT COMMERCE SOLUTIONS PRIVATE LIMITED
15-JAN-26,15-JAN-26,61202514002540,103,AMBALA HUB-HARYANA,1113,MALERKOTLA,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER,11000,11000,Accept,69292515046737,11000,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER
15-JAN-26,15-JAN-26,3062514000530,306,GANDHIDHAM-GUJARAT,311,GANDHINAGAR-GUJARAT,64870001529,,shivam logistics ,15000,14500,Accept,69292515046562,14500,64870001529,,shivam logistics 
15-JAN-26,15-JAN-26,35082514000400,3508,DEWAS-MADHYA PRADESH,2856,MAHALUNGE TRANSSHIPMENT,64870004481,,Shree Mahakal Roadways ,13000,12000,Accept,69292515046451,12000,64870004481,,Shree Mahakal Roadways 
15-JAN-26,15-JAN-26,13382514001076,1338,HODAL HUB HARYANA,4002,PATNA - BIHAR,64870004345,,Hiteshu freight carrier ,63000,61000,Accept,69292515046560,61000,64870004345,,Hiteshu freight carrier 
15-JAN-26,15-JAN-26,13382514001079,1338,HODAL HUB HARYANA,2803,RANJANGAON - MAHARASTRA,64870003747,,jaikam khan,65000,61000,Accept,69292515046551,61000,64870003747,,jaikam khan
16-JAN-26,16-JAN-26,13282514001469,1328,BINOLA HUB-HARYANA,1352,DADRI-UTTAR PRADESH,64870000839,,Delhi jaipur road lines,8500,8000,Accept,69292515046664,8000,64870000839,,Delhi jaipur road lines
16-JAN-26,16-JAN-26,13422514000549,1342,JAMALPUR-HARYANA,1701,JAIPUR-RAJASTHAN,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER,13000,11500,Accept,69292515046867,11500,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER
16-JAN-26,17-JAN-26,24012514000613,2401,NASIK-MAHARASTRA,529,BIDADI KARNATAKA,64870004307,,SBR CONTAINER NASHIK,64000,62000,Accept,69292515046931,62000,64870004307,,SBR CONTAINER NASHIK
16-JAN-26,17-JAN-26,61202514002544,6697,BHARTI AIRTEL-FARRUK NAGAR,1384,MASURI DASNA UTTAR PRADESH,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER,8500,8000,Accept,69292515046878,8000,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER
16-JAN-26,16-JAN-26,17012514001217,1701,JAIPUR-RAJASTHAN,2501,NAGPUR,64870000133,Can Pack Logistics,Can Pack Logistics,49500,49000,Accept,69292515046766,49000,64870000133,Can Pack Logistics,Can Pack Logistics
16-JAN-26,19-JAN-26,13512514000388,1351,BAHADURGARH-HARYANA,3011,CALICUT-KERLA,64870004028,,Khan Diesel Transport,110000,109500,Accept,69292515046951,109500,64870004028,,Khan Diesel Transport
16-JAN-26,17-JAN-26,13092514002115,1360,NARELA-DELHI,1393,KHARKHODA  SONIPAT,64870000978,VINOD MALIK,JAI SHREE KRISHNA TEMPO SERVICES,6000,5500,Accept,69292515046849,5500,64870000978,VINOD MALIK,JAI SHREE KRISHNA TEMPO SERVICES
16-JAN-26,16-JAN-26,21122514000011,2125,RASYANI-RAIGAD,319,SANAND  AHMEDABAD-GUJARAT,64870001154,TRUCKCENTRAL SOLUTIONS PVT LTD,TRUCKCENTRAL SOLUTIONS PVT LTD,26000,25000,Accept,69292515046749,25000,64870001154,TRUCKCENTRAL SOLUTIONS PVT LTD,TRUCKCENTRAL SOLUTIONS PVT LTD
16-JAN-26,16-JAN-26,35012514000637,3501,INDORE-MADHYA PRADESH,1921,RAJPURA,35010000106,KAPIL,SHASHANK ROAD LINES,59000,56000,Accept,69292515046719,56000,35010000106,KAPIL,SHASHANK ROAD LINES
16-JAN-26,16-JAN-26,28552514000216,2856,MAHALUNGE TRANSSHIPMENT,319,SANAND  AHMEDABAD-GUJARAT,28020000120,SATBIR,PRATIKSHA FREIGHT CARRIER,30000,29000,Accept,69292515047563,29000,28020000120,SATBIR,PRATIKSHA FREIGHT CARRIER
16-JAN-26,16-JAN-26,13282514001467,1328,BINOLA HUB-HARYANA,1701,JAIPUR-RAJASTHAN,64870000839,,Delhi jaipur road lines,15500,15000,Accept,69292515046656,15000,64870000839,,Delhi jaipur road lines
16-JAN-26,16-JAN-26,16042514000003,1604,ALIGARH-UTTAR PRADESH,2803,RANJANGAON - MAHARASTRA,13900000048,MUKESH SHARMA,NEW HARYANA DELHI ROADWAYS,68000,68000,Accept,69292515046711,68000,13900000048,MUKESH SHARMA,NEW HARYANA DELHI ROADWAYS
16-JAN-26,16-JAN-26,13282514001470,1328,BINOLA HUB-HARYANA,1920,LUDHIANA HUB,64870000927,sanjay yadav,FREIGHT COMMERCE SOLUTIONS PRIVATE LIMITED,19499,18999,Accept,69292515046686,18999,64870000927,sanjay yadav,FREIGHT COMMERCE SOLUTIONS PRIVATE LIMITED
16-JAN-26,16-JAN-26,7012514000134,701,BHIWADI RAJASTHAN,2832,PHALTHAN-MAHARASTRA,64870003202,,Indoria Roadways ,40000,39000,Accept,69292515046712,39000,64870003202,,Indoria Roadways 
16-JAN-26,16-JAN-26,13272514000128,1327,GGN HERO HONDA-HARYANA,3405,JAMSHEDPUR-JHARKHAND,13900000001,MANOJ,SUPER INDIA TRANSPORT COMPANY,89500,88000,Accept,69292515046690,88000,13900000001,MANOJ,SUPER INDIA TRANSPORT COMPANY
16-JAN-26,16-JAN-26,13522514000748,1352,DADRI-UTTAR PRADESH,1601,HYDERABAD-TELANGANA,64870000133,Can Pack Logistics,Can Pack Logistics,69000,68000,Accept,69292515046816,68000,64870000133,Can Pack Logistics,Can Pack Logistics
16-JAN-26,16-JAN-26,13092514002121,1309,KUNDLI BORDER SONIPAT-HARYANA,1393,KHARKHODA  SONIPAT,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER,7000,6500,Accept,69292515046741,6500,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER
16-JAN-26,16-JAN-26,69842514000230,6984,HYDERABAD AIRTEL,1017,CHITTOOR,64870001749,,Master Cargo Movers,24000,24000,Accept,69292515046678,24000,64870001749,,Master Cargo Movers
16-JAN-26,16-JAN-26,13382514001089,1338,HODAL HUB HARYANA,814,DANKUNI KOLKATA-WEST BANGAL,13900000001,MANOJ,SUPER INDIA TRANSPORT COMPANY,81500,81500,Accept,69292515046786,81500,13900000001,MANOJ,SUPER INDIA TRANSPORT COMPANY
16-JAN-26,16-JAN-26,21172514002060,2117,MUMBAI HUB-MAHARASTRA,301,AHMEDABAD-GUJARAT,3010000243,NARENDER SHARMA,JATIN ROAD CARRIER,29000,28500,Accept,69292515046746,28500,3010000243,NARENDER SHARMA,JATIN ROAD CARRIER
16-JAN-26,16-JAN-26,13092514002118,1309,KUNDLI BORDER SONIPAT-HARYANA,1393,KHARKHODA  SONIPAT,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER,7000,6500,Accept,69292515046742,6500,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER
17-JAN-26,17-JAN-26,13102514000715,1311,NOIDA II-UTTAR PRADESH,1801,LUCKNOW-UTTAR PRADESH,64870000927,sanjay yadav,FREIGHT COMMERCE SOLUTIONS PRIVATE LIMITED,33000,32000,Accept,69292515046808,32000,64870000927,sanjay yadav,FREIGHT COMMERCE SOLUTIONS PRIVATE LIMITED
17-JAN-26,17-JAN-26,12022514001752,1202,VAPI-GUJARAT,2205,HARIDWAR-UTTRAKHAND,12020000154,PAWAN KUMAR,PAWAN GOODS CARRIERS,84900,83000,Accept,69292515046792,83000,12020000154,PAWAN KUMAR,PAWAN GOODS CARRIERS
17-JAN-26,18-JAN-26,13862514000234,1386,TATA MOTORS LTD. (PVBU) SPD- GURGOAN,1329,NAGLI POONA-DELHI,64870000839,,Delhi jaipur road lines,7000,6000,Accept,69292515047077,6000,64870000839,,Delhi jaipur road lines
17-JAN-26,19-JAN-26,22052514000612,2205,HARIDWAR-UTTRAKHAND,1721,KESHWANA RAJASTHAN,64870001073,WASON TEMPO TRANSPORT SERVICE,WASON TEMPO TRANSPORT SERVICE,13500,13000,Accept,69292515046992,13000,64870001073,WASON TEMPO TRANSPORT SERVICE,WASON TEMPO TRANSPORT SERVICE
17-JAN-26,17-JAN-26,61202514002559,6697,BHARTI AIRTEL-FARRUK NAGAR,4002,PATNA - BIHAR,64870004345,,Hiteshu freight carrier ,60500,60500,Accept,69292515046855,60500,64870004345,,Hiteshu freight carrier 
17-JAN-26,17-JAN-26,13282514001475,1328,BINOLA HUB-HARYANA,1315,GHAZIABAD-UTTAR PRADESH,64870000839,,Delhi jaipur road lines,10000,7500,Accept,69292515046798,7500,64870000839,,Delhi jaipur road lines
17-JAN-26,17-JAN-26,13932514001139,1393,KHARKHODA  SONIPAT,511,BANGLORE HUB-KARNATAKA,64870003903,punia movers,punia movers,86000,86000,Accept,69292515046890,86000,64870003903,punia movers,punia movers
17-JAN-26,17-JAN-26,61202514002565,6697,BHARTI AIRTEL-FARRUK NAGAR,1342,JAMALPUR-HARYANA,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER,5000,4000,Not Accept,,,,,
17-JAN-26,17-JAN-26,61202514002558,6697,BHARTI AIRTEL-FARRUK NAGAR,1114,TEPLA-PUNJAB,64870003036,,Shree Rocky Logistics ,17400,16900,Accept,69292515046893,16900,64870003036,,Shree Rocky Logistics 
17-JAN-26,17-JAN-26,61202514002551,6697,BHARTI AIRTEL-FARRUK NAGAR,2801,WAGHOLI - MAHARASTRA,64870002932,vinod,Kranti logistics Pvt Ltd,42000,40000,Accept,69292515046894,40000,64870002932,vinod,Kranti logistics Pvt Ltd
17-JAN-26,17-JAN-26,13092514002126,1409,BAROTA SONIPAT HARYANA,809,DHULAGARH HUB KOLKATA,13900000001,MANOJ,SUPER INDIA TRANSPORT COMPANY,77000,74000,Accept,69292515046921,74000,13900000001,MANOJ,SUPER INDIA TRANSPORT COMPANY
17-JAN-26,17-JAN-26,61202514002564,6697,BHARTI AIRTEL-FARRUK NAGAR,1342,JAMALPUR-HARYANA,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER,4000,4000,Accept,69292515046836,4000,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER
17-JAN-26,17-JAN-26,21172514002069,2117,MUMBAI HUB-MAHARASTRA,1001,CHENNAI SVCHATRAM-TAMILNADU,64870000627,JYOTI ROADWAYS,JYOTI ROADWAYS,75499,75499,Accept,69292515046885,75499,64870000627,JYOTI ROADWAYS,JYOTI ROADWAYS
17-JAN-26,20-JAN-26,13092514002130,1309,KUNDLI BORDER SONIPAT-HARYANA,1393,KHARKHODA  SONIPAT,1309000003,SAGAR TRANSPORT SERVICE,SAGAR TRANSPORT SERVICE,6500,6000,Accept,69292515047754,6000,1309000003,SAGAR TRANSPORT SERVICE,SAGAR TRANSPORT SERVICE
17-JAN-26,17-JAN-26,35082514000405,3508,DEWAS-MADHYA PRADESH,2856,MAHALUNGE TRANSSHIPMENT,35010000128,SHREE DHAN ROADLINES,SHREE DHAN ROADLINES,41000,39500,Accept,69292515047028,39500,35010000128,SHREE DHAN ROADLINES,SHREE DHAN ROADLINES
18-JAN-26,18-JAN-26,69522514000196,6533,LUCKNOW - BHARTI AIRTEL LTD,1804,PRAYAGRAJ-UTTAR PRADESH,64870001952,LAV KUSH TRANSPORT COMPANY,LAV KUSH TRANSPORT COMPANY,10000,9500,Accept,69292515046985,9500,64870001952,LAV KUSH TRANSPORT COMPANY,LAV KUSH TRANSPORT COMPANY
18-JAN-26,19-JAN-26,13862514000235,1386,TATA MOTORS LTD. (PVBU) SPD- GURGOAN,1329,NAGLI POONA-DELHI,64870000839,,Delhi jaipur road lines,6500,6500,Accept,69292515047027,6500,64870000839,,Delhi jaipur road lines
18-JAN-26,18-JAN-26,13422514000552,1342,JAMALPUR-HARYANA,2605,PITHAMPUR-DELIVERY,13900000001,MANOJ,SUPER INDIA TRANSPORT COMPANY,33000,32500,Accept,69292515046824,32500,13900000001,MANOJ,SUPER INDIA TRANSPORT COMPANY
18-JAN-26,18-JAN-26,13932514001143,1393,KHARKHODA  SONIPAT,1701,JAIPUR-RAJASTHAN,64870000839,,Delhi jaipur road lines,15000,13500,Accept,69292515046817,13500,64870000839,,Delhi jaipur road lines
18-JAN-26,18-JAN-26,13932514001144,1393,KHARKHODA  SONIPAT,1920,LUDHIANA HUB,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER,15000,15000,Accept,69292515046906,15000,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER
18-JAN-26,18-JAN-26,30102514000421,3010,BAWAL-HARYANA,324,VITHALAPUR - GUJARAT,13900000421,LALIT KR.,SHREE KISRHNA TAMPO TRNASPORT,19000,18500,Accept,69292515046818,18500,13900000421,LALIT KR.,SHREE KISRHNA TAMPO TRNASPORT
18-JAN-26,18-JAN-26,13932514001146,1393,KHARKHODA  SONIPAT,1801,LUCKNOW-UTTAR PRADESH,64870004682,,Sandeep kadyan logistics ,37500,37500,Accept,69292515046887,37500,64870004682,,Sandeep kadyan logistics 
18-JAN-26,18-JAN-26,13522514000756,1352,DADRI-UTTAR PRADESH,1601,HYDERABAD-TELANGANA,64870001375,,MH LOGISTICS,71000,70500,Accept,69292515046827,70500,64870001375,,MH LOGISTICS
18-JAN-26,18-JAN-26,69522514000199,6533,LUCKNOW - BHARTI AIRTEL LTD,1815,AYODHYA U.P.,64870001952,LAV KUSH TRANSPORT COMPANY,LAV KUSH TRANSPORT COMPANY,10500,10500,Accept,69292515047647,10500,64870001952,LAV KUSH TRANSPORT COMPANY,LAV KUSH TRANSPORT COMPANY
18-JAN-26,18-JAN-26,17122514000129,1712,KHUSKERA-RAJASTHAN,1701,JAIPUR-RAJASTHAN,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER,16000,13000,Accept,69292515047057,13000,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER
18-JAN-26,18-JAN-26,12022514001758,1202,VAPI-GUJARAT,301,AHMEDABAD-GUJARAT,64870000767,,Jai Hanuman Transport Corporation,28000,24500,Accept,69292515046938,24500,64870000767,,Jai Hanuman Transport Corporation
18-JAN-26,19-JAN-26,1152514001697,103,AMBALA HUB-HARYANA,1314,DELHI 21 NO-DELHI,64870000839,,Delhi jaipur road lines,9500,9000,Accept,69292515046865,9000,64870000839,,Delhi jaipur road lines
18-JAN-26,18-JAN-26,28032514000771,2803,RANJANGAON - MAHARASTRA,301,AHMEDABAD-GUJARAT,64870001163,RoadExpress Technology PVT. LTD.,RoadExpress Technology PVT. LTD.,29000,28500,Accept,69292515046909,28500,64870001163,RoadExpress Technology PVT. LTD.,RoadExpress Technology PVT. LTD.
18-JAN-26,20-JAN-26,13122514000499,1312,GREATER NOIDA-UTTAR PRADESH,1620,TADA (SRI CITY) -ANDHRA PRADESH.,64870003705,,DIGITAL INDIA LOGISTICS ,80000,80000,Accept,69292515047224,80000,64870003705,,DIGITAL INDIA LOGISTICS 
18-JAN-26,18-JAN-26,13082514000466,1323,BALLABHGARH-HARYANA,1001,CHENNAI SVCHATRAM-TAMILNADU,13900000001,MANOJ,SUPER INDIA TRANSPORT COMPANY,99000,99000,Accept,69292515047347,99000,13900000001,MANOJ,SUPER INDIA TRANSPORT COMPANY
18-JAN-26,18-JAN-26,17012514001222,1701,JAIPUR-RAJASTHAN,1105,MOHALI-PUNJAB,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER,25000,23000,Accept,69292515046902,23000,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER
18-JAN-26,18-JAN-26,17012514001223,1701,JAIPUR-RAJASTHAN,1920,LUDHIANA HUB,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER,23000,23000,Accept,69292515046830,23000,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER
18-JAN-26,18-JAN-26,69522514000197,6533,LUCKNOW - BHARTI AIRTEL LTD,1804,PRAYAGRAJ-UTTAR PRADESH,64870001952,LAV KUSH TRANSPORT COMPANY,LAV KUSH TRANSPORT COMPANY,11000,10500,Accept,69292515047649,10500,64870001952,LAV KUSH TRANSPORT COMPANY,LAV KUSH TRANSPORT COMPANY
19-JAN-26,19-JAN-26,13092514002138,1349,MURTHAL-HARYANA,1001,CHENNAI SVCHATRAM-TAMILNADU,64870001999,RAMAN,RAMANTRANSPORT,58000,57000,Accept,69292515047168,57000,64870001999,RAMAN,RAMANTRANSPORT
19-JAN-26,19-JAN-26,21252514000505,2125,RASYANI-RAIGAD,1110,ZIRAKPUR I-PUNJAB,64870000940,RAMPHAL SHARMA,SHREE MAHAVIR GOODS CARRIERS,94000,91000,Accept,69292515047200,91000,64870000940,RAMPHAL SHARMA,SHREE MAHAVIR GOODS CARRIERS
19-JAN-26,19-JAN-26,12022514001765,1202,VAPI-GUJARAT,503,BOMMANSANDRA-KARNATAKA,64870004080,,CHOUDHARY FREIGHT CARRIER,87000,85000,Accept,69292515047108,85000,64870004080,,CHOUDHARY FREIGHT CARRIER
19-JAN-26,19-JAN-26,17012514001224,1701,JAIPUR-RAJASTHAN,1105,MOHALI-PUNJAB,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER,30000,25000,Accept,69292515047103,25000,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER
19-JAN-26,19-JAN-26,13062514001969,1317,SAHIBABAD-UTTAR PRADESH,2117,MUMBAI HUB-MAHARASTRA,64870002259,,MAHADEV GOLDEN TRANSPORT COMPANY ,57000,56000,Accept,69292515047164,56000,64870002259,,MAHADEV GOLDEN TRANSPORT COMPANY 
19-JAN-26,19-JAN-26,60372514000158,6037,RANCHI AIRTEL GSM-JHARKHAND,3402,RANCHI-JHARKHAND,64870001751,PAWAN TRANSPORT,PAWAN TRANSPORT,5000,4500,Accept,69292515047056,4500,64870001751,PAWAN TRANSPORT,PAWAN TRANSPORT
19-JAN-26,19-JAN-26,21172514002075,2117,MUMBAI HUB-MAHARASTRA,301,AHMEDABAD-GUJARAT,3010000243,NARENDER SHARMA,JATIN ROAD CARRIER,29000,28000,Accept,69292515047174,28000,3010000243,NARENDER SHARMA,JATIN ROAD CARRIER
19-JAN-26,19-JAN-26,60372514000159,6037,RANCHI AIRTEL GSM-JHARKHAND,3408,DHANBAD-JHARKHAND,64870001751,PAWAN TRANSPORT,PAWAN TRANSPORT,19000,18500,Accept,69292515048498,18500,64870001751,PAWAN TRANSPORT,PAWAN TRANSPORT
19-JAN-26,19-JAN-26,30102514000422,3010,BAWAL-HARYANA,1104,HOSHIARPUR-PUNJAB,64870001391,,OM GLOBAL LOGISTICS,18000,16000,Accept,69292515047104,16000,64870001391,,OM GLOBAL LOGISTICS
19-JAN-26,19-JAN-26,28062514000532,2806,SANASWADI - MAHARASTRA,525,NARSAPURA-KARNATAKA,64870000927,sanjay yadav,FREIGHT COMMERCE SOLUTIONS PRIVATE LIMITED,57000,56000,Accept,69292515047061,56000,64870000927,sanjay yadav,FREIGHT COMMERCE SOLUTIONS PRIVATE LIMITED
19-JAN-26,19-JAN-26,13062514001966,1317,SAHIBABAD-UTTAR PRADESH,2117,MUMBAI HUB-MAHARASTRA,64870002256,Sharma transport Company,Sharma transport Company,68000,67000,Accept,69292515047048,67000,64870002256,Sharma transport Company,Sharma transport Company
19-JAN-26,19-JAN-26,21172514002076,2117,MUMBAI HUB-MAHARASTRA,1001,CHENNAI SVCHATRAM-TAMILNADU,64870000773,,Vaibhav logistics,75000,74000,Accept,69292515047075,74000,64870000773,,Vaibhav logistics
20-JAN-26,20-JAN-26,3292514000064,329,BECHARAJI,2856,MAHALUNGE TRANSSHIPMENT,28020000234,VIKAS SHARMA,SALASAR ROADWAYS PUNE,27000,25000,Accept,69292515047190,25000,28020000234,VIKAS SHARMA,SALASAR ROADWAYS PUNE
20-JAN-26,20-JAN-26,21252514000511,2125,RASYANI-RAIGAD,901,COIMBATORE-TAMILNADU,64870001154,TRUCKCENTRAL SOLUTIONS PVT LTD,TRUCKCENTRAL SOLUTIONS PVT LTD,72000,71000,Accept,69292515047405,71000,64870001154,TRUCKCENTRAL SOLUTIONS PVT LTD,TRUCKCENTRAL SOLUTIONS PVT LTD
20-JAN-26,20-JAN-26,2012514001789,201,AURANGABAD WALUJ-MAHARASTRA,1601,HYDERABAD-TELANGANA,2010000125,SHREE BALAJI TRANSPORT,SHREE BALAJI TRANSPORT,42000,40000,Accept,69292515047470,40000,2010000125,SHREE BALAJI TRANSPORT,SHREE BALAJI TRANSPORT
20-JAN-26,20-JAN-26,26052514000397,2605,PITHAMPUR-DELIVERY,1001,CHENNAI SVCHATRAM-TAMILNADU,35010000142,HARIOM SHARMA,ASHISH TRANS LOGISTICS,90000,85000,Accept,69292515047542,85000,35010000142,HARIOM SHARMA,ASHISH TRANS LOGISTICS
20-JAN-26,20-JAN-26,13092514002147,1309,KUNDLI BORDER SONIPAT-HARYANA,802,GUWAHATI-ASSAM,64870000054,Delhi Madras Road Carriers,Delhi Madras Road Carriers,131900,130000,Accept,69292515047472,130000,64870000054,Delhi Madras Road Carriers,Delhi Madras Road Carriers
20-JAN-26,20-JAN-26,21172514002081,2117,MUMBAI HUB-MAHARASTRA,2856,MAHALUNGE TRANSSHIPMENT,64870000927,sanjay yadav,FREIGHT COMMERCE SOLUTIONS PRIVATE LIMITED,23000,22500,Accept,69292515047239,22500,64870000927,sanjay yadav,FREIGHT COMMERCE SOLUTIONS PRIVATE LIMITED
20-JAN-26,20-JAN-26,61202514002577,6697,BHARTI AIRTEL-FARRUK NAGAR,103,AMBALA HUB-HARYANA,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER,11000,10000,Accept,69292515047337,10000,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER
20-JAN-26,20-JAN-26,13082514000470,1308,FARIDABAD-HARYANA,2803,RANJANGAON - MAHARASTRA,13900000048,MUKESH SHARMA,NEW HARYANA DELHI ROADWAYS,63000,62500,Accept,69292515047258,62500,13900000048,MUKESH SHARMA,NEW HARYANA DELHI ROADWAYS
20-JAN-26,21-JAN-26,28032514000776,2803,RANJANGAON - MAHARASTRA,351,AHMEDNAGAR-MAHARASTRA,28020000238,VISHAL DINKAR WAGHMARE,VISHAL DINKAR WAGHMARE,9000,8500,Accept,69292515049727,8500,28020000238,VISHAL DINKAR WAGHMARE,VISHAL DINKAR WAGHMARE
20-JAN-26,21-JAN-26,13122514000507,1312,GREATER NOIDA-UTTAR PRADESH,2803,RANJANGAON - MAHARASTRA,64870003314,INDICOLD PRIVATE LIMITED,INDICOLD PRIVATE LIMITED,36500,36000,Accept,69292515047259,36000,64870003314,INDICOLD PRIVATE LIMITED,INDICOLD PRIVATE LIMITED
20-JAN-26,20-JAN-26,17012514001228,1701,JAIPUR-RAJASTHAN,2855,MAHALUNGE NEW WH DELIVERY,64870000081,,Rajneesh freight carriers,62000,59000,Accept,69292515047204,59000,64870000081,,Rajneesh freight carriers
20-JAN-26,23-JAN-26,13062514001981,2122,JASAI MUMBAI-MAHARASTRA,1315,GHAZIABAD-UTTAR PRADESH,64870002013,JAI NAKODA LOGISTICS,JAI NAKODA LOGISTICS,107000,107000,Accept,69292515047599,107000,64870002013,JAI NAKODA LOGISTICS,JAI NAKODA LOGISTICS
20-JAN-26,20-JAN-26,13282514001481,1328,BINOLA HUB-HARYANA,1105,MOHALI-PUNJAB,64870003036,,Shree Rocky Logistics ,26500,25000,Accept,69292515047426,25000,64870003036,,Shree Rocky Logistics 
20-JAN-26,21-JAN-26,22052514000617,2205,HARIDWAR-UTTRAKHAND,1328,BINOLA HUB-HARYANA,64870001073,WASON TEMPO TRANSPORT SERVICE,WASON TEMPO TRANSPORT SERVICE,9000,8500,Accept,69292515047306,8500,64870001073,WASON TEMPO TRANSPORT SERVICE,WASON TEMPO TRANSPORT SERVICE
20-JAN-26,20-JAN-26,13932514001150,1393,KHARKHODA  SONIPAT,814,DANKUNI KOLKATA-WEST BANGAL,64870003705,,DIGITAL INDIA LOGISTICS ,78000,75500,Accept,69292515047205,75500,64870003705,,DIGITAL INDIA LOGISTICS 
20-JAN-26,20-JAN-26,13512514000391,1351,BAHADURGARH-HARYANA,3011,CALICUT-KERLA,64870001211,,Parks logistic,120000,109000,Accept,69292515047330,109000,64870001211,,Parks logistic
20-JAN-26,20-JAN-26,10032514001883,1003,SHOLAVARAM CHENNAI,3001,SALEM-TAMILNADU,64870004559,,New Tirupati Road Line ,17000,16000,Accept,,,,,
20-JAN-26,20-JAN-26,35082514000407,3508,DEWAS-MADHYA PRADESH,850,MALDA WB,35010000128,SHREE DHAN ROADLINES,SHREE DHAN ROADLINES,89500,89500,Accept,69292515047206,89500,35010000128,SHREE DHAN ROADLINES,SHREE DHAN ROADLINES
20-JAN-26,20-JAN-26,21252514000508,2125,RASYANI-RAIGAD,525,NARSAPURA-KARNATAKA,64870001154,TRUCKCENTRAL SOLUTIONS PVT LTD,TRUCKCENTRAL SOLUTIONS PVT LTD,60000,58000,Accept,69292515047329,58000,64870001154,TRUCKCENTRAL SOLUTIONS PVT LTD,TRUCKCENTRAL SOLUTIONS PVT LTD
